id,timestamp,price,comment,transaction_status,housegroup_id,playerround_id,groupround_id
784,2025-09-23T10:56:35,200000,,APPROVED_BUY,1296,1049,271
814,2025-09-23T11:11:44,0,,APPROVED_STAY,1296,1090,276
836,2025-09-23T11:21:53,0,,APPROVED_STAY,1296,1102,278
856,2025-09-23T11:32:28,0,,APPROVED_STAY,1296,1127,282
787,2025-09-23T10:57:04,245000,,APPROVED_BUY,1297,1061,271
813,2025-09-23T11:11:44,0,,APPROVED_STAY,1297,1089,276
837,2025-09-23T11:21:59,0,,APPROVED_STAY,1297,1112,278
858,2025-09-23T11:32:30,0,,APPROVED_STAY,1297,1130,282
779,2025-09-23T10:56:18,100000,,APPROVED_BUY,1298,1052,271
816,2025-09-23T11:11:50,0,,APPROVED_STAY,1298,1094,276
833,2025-09-23T11:21:10,0,,APPROVED_STAY,1298,1108,278
860,2025-09-23T11:32:31,0,,APPROVED_STAY,1298,1133,282
791,2025-09-23T10:58:38,300000,,APPROVED_BUY,1299,1051,271
818,2025-09-23T11:12:10,0,,APPROVED_STAY,1299,1093,276
832,2025-09-23T11:21:10,0,,APPROVED_STAY,1299,1107,278
861,2025-09-23T11:32:55,0,,APPROVED_STAY,1299,1129,282
777,2025-09-23T10:56:13,300000,,REJECTED_BUY,1300,1053,271
799,2025-09-23T11:01:21,300000,,APPROVED_BUY,1300,1053,271
817,2025-09-23T11:12:03,0,,APPROVED_STAY,1300,1095,276
838,2025-09-23T11:23:51,0,,APPROVED_STAY,1300,1114,278
859,2025-09-23T11:32:31,300000,,APPROVED_SELL,1300,1132,282
788,2025-09-23T10:57:25,125000,,APPROVED_BUY,1307,1054,271
812,2025-09-23T11:11:43,0,,APPROVED_STAY,1307,1092,276
834,2025-09-23T11:21:37,0,,APPROVED_STAY,1307,1105,278
855,2025-09-23T11:32:27,0,,APPROVED_STAY,1307,1131,282
778,2025-09-23T10:56:17,70000,,APPROVED_BUY,1308,1050,271
815,2025-09-23T11:11:47,0,,APPROVED_STAY,1308,1091,276
835,2025-09-23T11:21:45,0,,APPROVED_STAY,1308,1111,278
857,2025-09-23T11:32:29,0,,APPROVED_STAY,1308,1128,282
862,2025-09-23T11:34:09,425000,,APPROVED_BUY,1357,1132,282
772,2025-09-23T10:51:08,200000,,APPROVED_BUY,1281,1039,270
