id,groupround_id,timestamp,group_state,content
723,271,2025-09-23T10:46:43,NEW_ROUND,Round=1
730,271,2025-09-23T10:50:16,ANNOUNCE_NEWS,
732,271,2025-09-23T10:51:10,SHOW_HOUSES_BUY,
736,271,2025-09-23T10:56:09,ALLOW_BUYING,
741,271,2025-09-23T11:00:11,BUYING_FINISHED,
746,271,2025-09-23T11:02,SHOW_TAXES,
747,271,2025-09-23T11:02:54,ALLOW_IMPROVEMENTS,
758,271,2025-09-23T11:06:41,SHOW_SURVEY,
759,271,2025-09-23T11:06:47,SURVEY_COMPLETED,
764,271,2025-09-23T11:08:19,ROLLED_DICE,"Fluvial=6
Pluvial=5"
766,271,2025-09-23T11:09:07,SHOW_SUMMARY,
767,276,2025-09-23T11:09:28,NEW_ROUND,Round=2
768,276,2025-09-23T11:10:21,ANNOUNCE_NEWS,
777,276,2025-09-23T11:11:34,SHOW_HOUSES_SELL,
778,276,2025-09-23T11:11:37,ALLOW_SELLING,
784,276,2025-09-23T11:12:20,SHOW_HOUSES_BUY,
785,276,2025-09-23T11:12:23,ALLOW_BUYING,
786,276,2025-09-23T11:12:30,BUYING_FINISHED,
787,276,2025-09-23T11:12:39,SHOW_TAXES,
789,276,2025-09-23T11:13:26,ALLOW_IMPROVEMENTS,
801,276,2025-09-23T11:16:22,SHOW_SURVEY,
803,276,2025-09-23T11:16:44,SURVEY_COMPLETED,
805,276,2025-09-23T11:17:13,ROLLED_DICE,"Fluvial=5
Pluvial=3"
806,276,2025-09-23T11:17:27,SHOW_SUMMARY,
814,278,2025-09-23T11:18:32,NEW_ROUND,Round=3
817,278,2025-09-23T11:19:05,ANNOUNCE_NEWS,
824,278,2025-09-23T11:20:51,SHOW_HOUSES_SELL,
827,278,2025-09-23T11:21:08,ALLOW_SELLING,
831,278,2025-09-23T11:22:34,SHOW_HOUSES_BUY,
835,278,2025-09-23T11:24:02,ALLOW_BUYING,
837,278,2025-09-23T11:24:10,BUYING_FINISHED,
838,278,2025-09-23T11:24:14,SHOW_TAXES,
839,278,2025-09-23T11:24:20,ALLOW_IMPROVEMENTS,
851,278,2025-09-23T11:26:43,SHOW_SURVEY,
