id,timestamp,price,comment,transaction_status,housegroup_id,playerround_id,groupround_id
1055,2025-10-07T14:29:26,200000,,APPROVED_BUY,1611,1366,325
1084,2025-10-07T14:44:58,0,,APPROVED_STAY,1611,1381,328
1099,2025-10-07T14:52:15,0,,APPROVED_STAY,1611,1406,332
1130,2025-10-07T15:01:55,0,,APPROVED_STAY,1611,1429,336
1057,2025-10-07T14:29:51,200000,,APPROVED_BUY,1612,1367,325
1083,2025-10-07T14:44:44,0,,APPROVED_STAY,1612,1386,328
1105,2025-10-07T14:52:26,0,,APPROVED_STAY,1612,1410,332
1131,2025-10-07T15:02:11,200000,,APPROVED_SELL,1612,1433,336
1052,2025-10-07T14:29:24,100000,,APPROVED_BUY,1613,1365,325
1080,2025-10-07T14:44:40,0,,APPROVED_STAY,1613,1382,328
1097,2025-10-07T14:52:10,0,,APPROVED_STAY,1613,1407,332
1122,2025-10-07T15:00:26,0,,APPROVED_STAY,1613,1428,336
1056,2025-10-07T14:29:26,80000,,APPROVED_BUY,1619,1363,325
1079,2025-10-07T14:44:26,0,,APPROVED_STAY,1619,1385,328
1098,2025-10-07T14:52:12,0,,APPROVED_STAY,1619,1409,332
1126,2025-10-07T15:01,0,,APPROVED_STAY,1619,1430,336
1054,2025-10-07T14:29:25,125000,,APPROVED_BUY,1622,1364,325
1081,2025-10-07T14:44:41,0,,APPROVED_STAY,1622,1384,328
1103,2025-10-07T14:52:17,0,,APPROVED_STAY,1622,1408,332
1127,2025-10-07T15:01:01,0,,APPROVED_STAY,1622,1431,336
1053,2025-10-07T14:29:24,70000,,APPROVED_BUY,1623,1368,325
1082,2025-10-07T14:44:43,0,,APPROVED_STAY,1623,1383,328
1100,2025-10-07T14:52:15,0,,APPROVED_STAY,1623,1405,332
1125,2025-10-07T15:00:58,100000,,APPROVED_SELL,1623,1432,336
1134,2025-10-07T15:04:02,425000,,APPROVED_BUY,1650,1433,336
1133,2025-10-07T15:03:46,70000,,APPROVED_BUY,1660,1432,336
1059,2025-10-07T14:31:30,200000,,APPROVED_BUY,1596,1355,324
1090,2025-10-07T14:49:25,0,,APPROVED_STAY,1596,1389,329
1114,2025-10-07T14:58:13,0,,APPROVED_STAY,1596,1422,334
1143,2025-10-07T15:09:24,0,,APPROVED_STAY,1596,1437,337
1062,2025-10-07T14:31:41,200000,,APPROVED_BUY,1597,1353,324
1063,2025-10-07T14:32:29,200000,,REJECTED_BUY,1597,1354,324
1087,2025-10-07T14:48:29,0,,APPROVED_STAY,1597,1388,329
1109,2025-10-07T14:57:55,0,,APPROVED_STAY,1597,1417,334
1141,2025-10-07T15:08:10,0,,APPROVED_STAY,1597,1438,337
1064,2025-10-07T14:33:30,300000,,APPROVED_BUY,1600,1354,324
1086,2025-10-07T14:48:28,0,,APPROVED_STAY,1600,1387,329
1111,2025-10-07T14:57:56,0,,APPROVED_STAY,1600,1418,334
1138,2025-10-07T15:07:34,0,,APPROVED_STAY,1600,1435,337
1060,2025-10-07T14:31:31,160000,,APPROVED_BUY,1602,1351,324
1085,2025-10-07T14:48:28,0,,APPROVED_STAY,1602,1390,329
1112,2025-10-07T14:57:59,0,,APPROVED_STAY,1602,1421,334
1139,2025-10-07T15:07:53,160000,,APPROVED_SELL,1602,1439,337
1061,2025-10-07T14:31:37,80000,,APPROVED_BUY,1604,1352,324
1089,2025-10-07T14:48:34,0,,APPROVED_STAY,1604,1392,329
1110,2025-10-07T14:57:55,0,,APPROVED_STAY,1604,1420,334
1137,2025-10-07T15:06:12,0,,APPROVED_STAY,1604,1440,337
1058,2025-10-07T14:31:30,70000,,APPROVED_BUY,1608,1356,324
1088,2025-10-07T14:48:34,0,,APPROVED_STAY,1608,1391,329
1113,2025-10-07T14:58,0,,APPROVED_STAY,1608,1419,334
1140,2025-10-07T15:07:57,0,,APPROVED_STAY,1608,1436,337
1142,2025-10-07T15:08:59,100000,,APPROVED_BUY,1663,1439,337
1046,2025-10-07T14:27:14,200000,,APPROVED_BUY,1566,1340,322
1075,2025-10-07T14:42:53,0,,APPROVED_STAY,1566,1375,326
1108,2025-10-07T14:52:42,0,,APPROVED_STAY,1566,1403,331
1132,2025-10-07T15:02:30,0,,APPROVED_STAY,1566,1423,335
1048,2025-10-07T14:27:52,200000,,APPROVED_BUY,1567,1344,322
1067,2025-10-07T14:42:15,0,,APPROVED_STAY,1567,1371,326
1101,2025-10-07T14:52:17,0,,APPROVED_STAY,1567,1399,331
1128,2025-10-07T15:01:17,0,,APPROVED_STAY,1567,1426,335
1051,2025-10-07T14:28:23,100000,,APPROVED_BUY,1568,1339,322
1066,2025-10-07T14:42:10,0,,APPROVED_STAY,1568,1376,326
1104,2025-10-07T14:52:19,0,,APPROVED_STAY,1568,1402,331
1121,2025-10-07T14:59:58,0,,APPROVED_STAY,1568,1425,335
1049,2025-10-07T14:27:54,160000,,APPROVED_BUY,1571,1357,322
1076,2025-10-07T14:43,179000,,REJECTED_SELL,1571,1369,326
1077,2025-10-07T14:43,179000,,REJECTED_SELL,1571,1369,326
1078,2025-10-07T14:43:26,0,,APPROVED_STAY,1571,1369,326
1107,2025-10-07T14:52:37,0,,APPROVED_STAY,1571,1401,331
1129,2025-10-07T15:01:51,160000,,APPROVED_SELL,1571,1434,335
1047,2025-10-07T14:27:41,125000,,APPROVED_BUY,1577,1342,322
1065,2025-10-07T14:42:07,0,,APPROVED_STAY,1577,1370,326
1102,2025-10-07T14:52:17,0,,APPROVED_STAY,1577,1404,331
1124,2025-10-07T15:00:38,0,,APPROVED_STAY,1577,1424,335
1050,2025-10-07T14:27:57,70000,,APPROVED_BUY,1578,1341,322
1074,2025-10-07T14:42:34,0,,APPROVED_STAY,1578,1372,326
1106,2025-10-07T14:52:26,0,,APPROVED_STAY,1578,1400,331
1123,2025-10-07T15:00:28,70000,,APPROVED_SELL,1578,1427,335
