id,groupround_id,timestamp,group_state,content
1235,325,2025-10-07T14:22:01,NEW_ROUND,Round=1
1236,325,2025-10-07T14:24:27,ANNOUNCE_NEWS,
1237,325,2025-10-07T14:24:43,SHOW_HOUSES_BUY,
1246,325,2025-10-07T14:29:18,ALLOW_BUYING,
1248,325,2025-10-07T14:30:12,BUYING_FINISHED,
1250,325,2025-10-07T14:31:26,SHOW_TAXES,
1251,325,2025-10-07T14:32:19,ALLOW_IMPROVEMENTS,
1260,325,2025-10-07T14:36:49,SHOW_SURVEY,
1265,325,2025-10-07T14:39:31,SURVEY_COMPLETED,
1270,325,2025-10-07T14:41:03,ROLLED_DICE,"Fluvial=9
Pluvial=6"
1273,325,2025-10-07T14:41:52,SHOW_SUMMARY,
1282,328,2025-10-07T14:43:19,NEW_ROUND,Round=2
1283,328,2025-10-07T14:43:23,ANNOUNCE_NEWS,
1288,328,2025-10-07T14:43:59,SHOW_HOUSES_SELL,
1289,328,2025-10-07T14:44:04,ALLOW_SELLING,
1290,328,2025-10-07T14:44:06,SHOW_HOUSES_BUY,
1291,328,2025-10-07T14:44:07,ALLOW_BUYING,
1293,328,2025-10-07T14:44:09,BUYING_FINISHED,
1294,328,2025-10-07T14:44:11,SHOW_TAXES,
1298,328,2025-10-07T14:45:24,ALLOW_IMPROVEMENTS,
1308,328,2025-10-07T14:48:24,SHOW_SURVEY,
1312,328,2025-10-07T14:49:13,SURVEY_COMPLETED,
1319,328,2025-10-07T14:49:58,ROLLED_DICE,"Fluvial=6
Pluvial=1"
1320,328,2025-10-07T14:50:12,SHOW_SUMMARY,
1328,332,2025-10-07T14:51:08,NEW_ROUND,Round=3
1329,332,2025-10-07T14:51:11,ANNOUNCE_NEWS,
1332,332,2025-10-07T14:51:55,SHOW_HOUSES_SELL,
1333,332,2025-10-07T14:51:56,ALLOW_SELLING,
1334,332,2025-10-07T14:51:59,SHOW_HOUSES_BUY,
1335,332,2025-10-07T14:52,ALLOW_BUYING,
1336,332,2025-10-07T14:52:06,BUYING_FINISHED,
1337,332,2025-10-07T14:52:10,SHOW_TAXES,
1345,332,2025-10-07T14:53:05,ALLOW_IMPROVEMENTS,
1352,332,2025-10-07T14:54:21,SHOW_SURVEY,
1359,332,2025-10-07T14:56:09,SURVEY_COMPLETED,
1361,332,2025-10-07T14:56:46,ROLLED_DICE,"Fluvial=6
Pluvial=1"
1364,332,2025-10-07T14:57:05,SHOW_SUMMARY,
1371,336,2025-10-07T14:58:20,NEW_ROUND,Round=4
1374,336,2025-10-07T14:58:26,ANNOUNCE_NEWS,
1381,336,2025-10-07T14:59:36,SHOW_HOUSES_SELL,
1386,336,2025-10-07T15:00:21,ALLOW_SELLING,
1392,336,2025-10-07T15:02:23,SHOW_HOUSES_BUY,
